ticker,sector,calendarDate,updated,dateKey,SO_Q22020,accumulatedOtherComprehensiveIncome,assets,bookValuePerShare,capitalExpenditure,cashAndEquivalents,costOfRevenue,consolidatedIncome,debtToEquityRatio,debt,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,shareholdersEquity,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,inventory,investments,totalLiabilities,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,researchAndDevelopmentExpense,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,Year,Month,Quarter
CDR,STRIP CENTER,9/30/12,2/14/20,11/8/12,94122.99,-2952000,1470422000,8.706,-10531000,20504000,9706000,2298000,1.375,747204000,0,9282000,0,0.04,0.05,9377000,18659000,0.556,-249000,-0.07,-0.07,594039000,1086346945,31,12.655,-1838000,-0.027,23873000,0.711,0,9626000,2197122000,0,41923000,816883000,359646945,-178000,1267000,1000,-108065000,-3743000,-2764000,-6107000,0,8693000,0,-249000,-4299000,-1225000,2547000,-0.128,14050000,9823000,32227000,-0.714,0.605,-17.909,-15.625,1155040000,4050000,5,2.573,2.44,25414000,-396952000,33579000,0,1149000,3637000,1,71929389,68232000,68232000,0.492,1470422000,0,0,0,21.55,2012,9,3
DLR,DATA CENTER,9/30/12,3/3/20,11/8/12,276998.22,-24524000,8512598000,28.514,-1431892000,119332000,124642000,56921000,1.433,4080073000,0,83869000,0,0.047,0.73,97149000,181018000,0.529,56102000,0.37,0.37,3479443000,11521138979,32,17.757,-1306556000,-10.707,217837000,0.636,0,41047000,12473339000,0,0,4985042000,7560397979,28338000,-6477000,833043000,648931000,-93076000,1341498000,-1438496000,0,125336000,0,55392000,45615000,0,1529000,0.133,120762000,97075000,616042000,1.973,2.173,46.429,41.979,7314110000,9777000,61.29,6.301,6.233,146025000,-610337000,342479000,0,2741000,14409000,1,123354511,122026421,122353511,2.807,8512598000,0,710000,0,69.76,2012,9,3
BDN,OFFICE,9/30/12,4/28/20,11/2/12,172959.94,-20456000,4666726000,12.918,28013000,241616000,56067000,17089000,1.502,2506589000,0,48738000,0,0.051,0.15,49679000,98417000,0.701,16829000,0.1,0.1,1852796000,3951868572,25,10.789,74537000,0.52,84316000,0.601,52575000,32850000,6879124000,0,186263000,2782517000,1686895572,51561000,-30090000,472000,-3651000,-24464000,-27840000,32877000,42421000,46524000,0,16829000,13949000,-10009000,260000,0.099,54818000,29498000,105374000,1.5,0.91,103.905,106.909,3873896000,2880000,11.76,3,3,130700000,-956965000,140383000,0,1309000,6080000,1,143443501,143424485,144128010,0.979,4614151000,0,0,0,32.171,2012,9,3
APLE,LODGING,9/30/12,2/24/20,11/6/12,223216.63,0,1553916000,15.034,-4322000,19513000,28236000,17927000,0.135,169526000,0,13329000,0,,0,19636000,32965000,0.352,17927000,0.2,0.2,1369049000,,,,31517000,0.346,65417000,0.699,0,1709000,1703929000,0,0,184867000,,12125000,-3183000,2031000,17053000,-37778000,-18878000,-4836000,0,35839000,0,17927000,17927000,0,0,0.191,45781000,19636000,15341000,0,,,,1474335000,0,,,,38743000,-434566000,93653000,0,0,16712000,1,90929489,91065000,91065000,1.028,1553916000,0,0,0,17.064,2012,9,3
KRC,OFFICE,9/30/12,4/30/20,10/31/12,119521.07,0,4215841000,28.674,-253944000,21997000,31183000,2522000,1.045,1841566000,120407000,46274000,0,0.032,0.35,22443000,68717000,0.659,2589000,-0.04,-0.04,2061368000,5136682421,25,13.833,-185250000,-2.577,73110000,0.701,0,19854000,6035410000,0,6812000,2154473000,3317113421,-1998000,0,253763000,-76324000,-24804000,169039000,-239731000,0,68694000,0,2589000,-2753000,-3187000,-67000,-0.026,54251000,18859000,127472000,-8.75,1.609,31.928,26.278,3839644000,5342000,44.41,8.328,8.015,7113000,-288765000,104293000,0,2125000,8727000,1,74692939,71889475,71889475,1.451,4215841000,0,0,0,58.643,2012,9,3
PLD,INDUSTRIAL,9/30/12,5/1/20,11/6/12,764100.94,-165100000,28576422000,29.303,-366335000,330703000,146550000,-32898000,1.068,12578060000,0,198296000,0,0.033,0.28,66957000,265253000,0.518,-56204000,-0.1,-0.1,13481749000,28102661000,43,19.715,-153092000,-0.333,365555000,0.714,0,123161000,40823779000,0,2486054000,14401901000,15855304000,-135443000,9109000,6378000,48234000,-128667000,-106510000,-237703000,0,213243000,-4473000,-36221000,-46526000,26840000,3323000,-0.091,286525000,79030000,625873000,-2.8,1.176,154.978,149.565,24071852000,10305000,34.4,7.965,7.951,181855000,-3335757000,512105000,0,2785000,55886000,1,460910000,460079000,460079000,1.113,28576422000,0,-19983000,0,62.112,2012,9,3
VTR,HEALTH CARE,9/30/12,2/24/20,10/26/12,409878.44,23626000,18440899000,31.729,-237226000,135438000,254492000,111821000,0.947,7494774000,0,196622000,0,0.039,0.62,178135000,374757000,0.584,102996000,0.38,0.38,9357664000,25991108386,35,17.62,11285000,0.038,387458000,0.604,0,75139000,25800235000,0,0,8865259000,18631772386,5687000,0,0,178087000,-183283000,-3969000,-238855000,-1669000,248511000,40000,111882000,111882000,3447000,-61000,0.174,224205000,163253000,1049043000,1.632,1.991,39.686,36.439,17226444000,0,63.04,7.776,7.76,0,-680888000,641950000,0,5443000,26872000,1,295554765,294928000,297407000,2.177,18440899000,0,-8886000,265116000,62.527,2012,9,3
SITC,STRIP CENTER,9/30/12,4/30/20,11/9/12,194226.88,-28343000,7949608000,21.38,5262000,46687000,58184000,26866000,1.393,4307688000,0,0,0,0.029,0.24,81983000,81983000,0.4,26738000,0.08,0.08,3311442000,8953948052,45,20.895,99106000,0.64,146799000,0.716,0,55245000,12210609000,0,586027000,4613652000,4692947052,1726000,-229912000,116922000,33737000,-42126000,131097000,-223215000,-346000,93844000,-4000,26738000,13253000,401000,128000,0.065,88081000,58718000,262726000,3,1.417,-85.328,-72.143,6961667000,7681000,30.3,6.095,6.095,63113000,-1650608000,204983000,0,0,18547000,1,154882741,154882741,,1.323,7949608000,0,0,0,51.327,2012,9,3
HTA,HEALTH CARE,9/30/12,2/19/20,11/9/12,222535.09,0,2403913000,11.789,-22728000,25973000,25809000,-2931000,0.861,1000479000,0,28975000,0,0.019,0.287,11180000,40155000,0.514,-2952000,-0.02,-0.02,1286589000,3171919891,105,22.059,13214000,0.121,52289000,0.67,287741000,14132000,3090678000,0,20000000,1107855000,2197413891,-15637000,0,-150462000,141242000,0,-24532000,-27047000,0,35942000,0,-2952000,-2952000,0,21000,-0.038,41064000,11225000,67260000,-14.35,1.708,-106.702,-113.889,1985675000,0,20.5,7.548,7.684,14220000,-601002000,78098000,0,4643000,6505000,1,107190922,109132000,109132000,0.716,2116172000,0,0,0,19.391,2012,9,3
DRE,INDUSTRIAL,9/30/12,5/2/20,11/2/12,372463.34,2177000,7190117000,9.578,-167683000,113152000,156054000,-17549000,1.763,4140145000,0,65997000,40248000,0.048,0.17,44287000,110284000,0.364,-17252000,-0.11,-0.11,2588903000,7935105469,37,16.846,-106593000,-0.394,146835000,0.485,0,61539000,11217110000,0,0,4565076000,3908112469,6587000,-2831000,85043000,103870000,-45864000,121142000,-175645000,4890000,61090000,0,-17149000,-28230000,-1494000,-400000,-0.093,105918000,40917000,80934000,-1.545,1.51,-81.187,-74.789,6209222000,11081000,14.21,3.87,3.803,183166000,-1912802000,302889000,0,0,8934000,1,275025508,270289000,270289000,1.121,7190117000,0,-103000,102646000,26.602,2012,9,3
HIW,OFFICE,9/30/12,4/28/20,10/30/12,106741.17,-13426000,3209885000,13.065,59405000,30664000,47233000,35796000,1.957,1806346000,0,38651000,0,0.054,0.425,57596000,96247000,0.751,33984000,0.44,0.43,1000655000,4255656937,24,12.844,104095000,1.359,80981000,0.632,0,23612000,4985567000,0,95349000,1958399000,2479974937,2559000,-1044000,96378000,-45683000,-32335000,13595000,-55726000,113000,44690000,0,33984000,33357000,-547000,1812000,0.26,48376000,32605000,152053000,0.966,2.478,33.315,31.58,2759208000,627000,31.58,4.791,4.673,133804000,-877962000,128214000,0,2005000,9725000,1,78529922,76590000,80495000,1.674,3209885000,0,0,0,41.91,2012,9,3
PEB,LODGING,9/30/12,2/21/20,10/25/12,131474.3,-389000,1732965000,22.328,-197412000,158168000,68051000,12105000,0.319,359071000,0,11055000,5379000,0.021,0.12,17624000,28679000,0.275,13675000,0.13,0.13,1310973000,1558531697,37,18.885,-172335000,-2.935,36254000,0.348,0,3949000,1933868000,0,173112000,417749000,1357628697,-16423000,0,70423000,96831000,-7020000,154583000,-196083000,0,25077000,0,11918000,7462000,0,187000,0.072,20677000,15577000,52195000,0.923,1.036,149.552,139.625,1348499000,4456000,22.34,3.767,3.64,18827000,-45106000,104305000,0,949000,3886000,1,60771204,58714055,58760334,1.776,1732965000,0,1757000,0,29.515,2012,9,3
FRT,STRIP CENTER,9/30/12,2/11/20,11/1/12,76377.66,-13227000,3804339000,20.116,-57950000,147680000,46999000,39656000,1.872,2178415000,0,34932000,13009000,0.026,0.73,66862000,101794000,0.645,38644000,0.6,0.6,1287697000,8945667673,35,22.637,1310000,0.02,110806000,0.702,0,28218000,5835074000,0,89532000,2410566000,6914932673,64906000,172000,54488000,66765000,-44362000,75733000,-70087000,40000,59260000,0,38644000,38508000,0,1012000,0.244,43683000,67123000,121233000,1.217,5.37,47.817,47.137,3345792000,136000,107,11.659,11.548,82152000,-577214000,157805000,0,0,8751000,1,64625539,64014000,64202000,2.465,3804339000,0,0,0,59.43,2012,9,3
INN,LODGING,9/30/12,2/26/20,11/7/12,107304.65,-430921,633104392,8.313,-21742329,14562984,33864612,1640826,1.275,312250257,0,8503841,0,0.055,0,5924253,14428094,0.282,1875577,0.01,0.01,260259037,676196419,71,15.922,-10258766,-0.328,17369295,0.339,0,4048676,930791665,0,0,331750010,378509146,-1335366,1634479,-358493,13817335,0,7989343,-20808272,0,11483563,0,1562378,406128,-51866,78448,0.008,11218462,6150833,1254050,0,1.454,-59.48,-35.652,591531937,1156250,8.2,2.187,1.483,6666212,-24813858,51233907,0,268684,1645359,1,46159652,31308480,31501219,1.636,633104392,2708849,313199,0,20.221,2012,9,3
HPP,OFFICE,9/30/12,2/24/20,11/9/12,154759.76,0,1344818000,18.219,-85569000,37985000,19976000,-274000,0.499,359454000,0,13582000,5974000,0.027,0.125,4237000,17819000,0.424,-274000,-0.07,-0.07,850263000,1195039426,80,18.129,-68280000,-1.463,22090000,0.525,8754000,4511000,1657533000,0,4000000,424167000,873570426,-75237000,0,-881000,9314000,-6209000,-2957000,-89569000,-4000000,17289000,0,-274000,-3395000,0,0,-0.081,17739000,4351000,22882000,-1.786,1.027,-60.66,-50,1183757000,3121000,18.5,5.53,5.465,22880000,-25992000,42066000,0,1196000,4157000,1,47220023,46668862,46668862,0.901,1336064000,0,0,0,28.629,2012,9,3
KIM,STRIP CENTER,9/30/12,2/26/20,11/6/12,435597.78,-56785000,10115976000,12.5,-22436000,429529000,60665000,57084000,0.942,4218191000,0,66773000,0,0.039,0.19,117240000,184013000,0.794,60124000,0.07,0.04,5072717000,11725083095,25,16.218,109722000,0.27,171213000,0.738,0,57116000,13904638000,0,1795529000,4777738000,7936421095,45800000,18085000,228705000,-35278000,-100785000,-101191000,14833000,34782000,132158000,0,54941000,27106000,-9459000,2143000,0.117,96176000,75037000,0,2.714,1.565,54.735,54.083,7210319000,27835000,19.47,8.656,8.617,236746000,-813097000,231878000,0,0,29957000,1,407623066,405810000,406747000,0.571,10115976000,0,5183000,0,24.928,2012,9,3
SLG,OFFICE,9/30/12,3/1/20,11/7/12,79204.69,-29281000,14284939000,70.61,-187690000,305421000,146449000,28630000,1.116,6342652000,360752000,87922000,47698000,0.013,0.25,111485000,199407000,0.552,25657000,0.09,0.09,6371912000,12878879396,26,15.438,-119669000,-1.326,214992000,0.595,0,85828000,20322170000,0,2113980000,7110271000,6841648396,-94436000,20902000,229450000,107770000,-32117000,108672000,-271129000,-100679000,68021000,0,25657000,7732000,0,2973000,0.021,105352000,109640000,195439000,2.778,1.074,49.278,50.473,10380304000,17925000,75.71,4.984,4.977,365664000,1728150000,361441000,0,0,20551000,1,90366509,90241000,93891000,4.005,14284939000,0,0,0,158.298,2012,9,3
HT,LODGING,9/30/12,2/26/20,11/6/12,43435.55,-2247000,1701945000,16.852,-9367000,57274000,59267000,5894000,0.997,779999000,0,15327000,0,0.051,0.24,17322000,32649000,0.336,6173000,0.04,0.04,836436000,1649911979,27,13.831,13649000,0.275,37804000,0.389,9061000,11149000,2415609000,0,16581000,834106000,927186979,23983000,-320000,-27000,26549000,-12333000,10654000,-9687000,0,23016000,0,6173000,2673000,183000,-279000,0.028,19509000,18295000,38491000,6,1.108,400.686,467,1477151000,3500000,18.68,2.762,2.762,57427000,-340099000,97071000,0,1923000,4705000,1,49635277,49635277,49848239,1.956,1692884000,0,0,0,34.106,2012,9,3
PEAK,HEALTH CARE,9/30/12,2/13/20,10/30/12,544970.26,-16646000,18079336000,22.158,-212344000,139904000,72667000,199043000,0.877,7903998000,65802000,90139000,0,0.045,0.5,299023000,389162000,0.818,195510000,0.46,0.45,9517999000,27664039540,26,19.405,25058000,0.058,402815000,0.847,382321000,103513000,25461109000,0,7301270000,8351483000,19899945540,-73160000,0,21275000,232743000,-215376000,26594000,-337156000,-124688000,237402000,0,196108000,195629000,-984000,2935000,0.411,116007000,286808000,270843000,1.087,2.091,31.371,29.152,9361410000,479000,44.02,10.703,10.17,31763000,-1081317000,475482000,0,5540000,19443000,1,452066005,429557000,430778000,1.107,17697015000,0,-598000,0,41.198,2012,9,3
OHI,HEALTH CARE,9/30/12,3/1/20,11/7/12,236761.13,0,2759440000,9.355,-211638000,39874000,0,30119000,1.703,1588539000,0,28305000,0,0.055,0,54842000,83147000,0.955,30119000,0.28,0.27,1020920000,4096664877,20,12.967,-149095000,-1.366,87108000,1,0,24723000,4308105000,0,291357000,1738520000,2547999877,4090000,0,99255000,99017000,-45661000,152381000,-210834000,804000,62543000,0,30119000,30119000,0,0,0.346,33961000,53147000,0,0,2.496,24.022,22.74,2235832000,0,22.74,7.68,7.481,119361000,-649167000,87108000,0,1485000,5173000,1,112049247,109135000,109667000,0.798,2759440000,0,0,0,25.285,2012,9,3
LSI,SELF STORAGE,9/30/12,2/26/20,11/6/12,47240.18,-16224000,1397348000,24.684,-23160000,5419000,19948000,18958000,0.904,605295000,6381000,10511000,0,0.03,0.45,27157000,37668000,0.61,18807000,0.64,0.63,727571000,2444159432,29,19.208,5660000,0.192,41826000,0.677,0,8350000,1997224000,0,34524000,657966000,1844283432,-2042000,-674000,50253000,-44044000,-13245000,-7189000,-23673000,0,28820000,0,18807000,18807000,-4821000,151000,0.304,19674000,22152000,29797000,0.703,2.535,35.52,33.481,1342972000,0,60.6,7.873,7.625,3948000,-171673000,61774000,0,645000,8172000,1,30433720,29474866,29624311,2.096,1397348000,0,0,0,47.408,2012,9,3
PEI,MALL,9/30/12,3/16/20,10/26/12,82257.67,-26322000,2878541000,10.966,-26668000,26248000,43124000,-12861000,3.692,2091209000,0,35279000,11689000,0.038,0.16,18744000,54023000,0.479,-12353000,-0.27,-0.27,605232000,2988105532,33,12.69,-12825000,-0.232,69752000,0.618,8898000,31097000,4934604000,0,15524000,2234318000,923144532,11666000,291000,-437000,29579000,-9502000,17906000,-20083000,0,13843000,0,-12353000,-14725000,0,-1016000,-0.13,53680000,16072000,0,-0.593,1.525,-23.541,-23.225,2691761000,4876000,16.49,2.026,1.997,37313000,-589575000,112876000,0,3517000,8694000,1,55982082,55190000,55190000,2.045,2869643000,0,0,0,51.996,2012,9,3
REG,STRIP CENTER,9/30/12,2/19/20,11/9/12,171248.26,-64378000,3797974000,19.907,171084000,27483000,29695000,19820000,1.102,1821498000,0,30155000,14053000,0.05,0.925,47031000,77186000,0.643,19569000,0.13,0.13,1799337000,6007010680,32,18.983,255867000,2.831,90318000,0.753,35581000,27462000,5556408000,0,46985000,1983540000,4212995680,-1680000,16968000,21677000,-240002000,-41062000,-274655000,188192000,140000,84783000,0,19569000,11637000,-36000,251000,0.097,47456000,42862000,129483000,7.115,2.341,108.992,110.976,3512895000,7932000,46.61,8.462,8.462,76897000,-756114000,120013000,0,3196000,15641000,1,90388236,90388236,,1.328,3762393000,0,0,0,41.625,2012,9,3
FR,INDUSTRIAL,9/30/12,4/29/20,11/5/12,131449.21,-7674000,2611483000,12.357,35608000,2808000,25964000,9196000,1.222,1296853000,0,31929000,24307000,0,0,29041000,60970000,0.753,8914000,0.04,0.04,1155273000,2625042284,28,11.519,66122000,0.707,55020000,0.679,0,20127000,3905528000,0,1247000,1411613000,1330997284,-2343000,0,116842000,-185456000,0,-74385000,41528000,5920000,30514000,15000,8919000,4194000,-5426000,277000,0.052,34268000,20752000,74532000,0,1.152,-72.669,-61.5,2391099000,4725000,13.53,3.995,3.797,55492000,-647762000,80984000,0,0,4843000,1,98373783,93488000,93488000,0.866,2611483000,0,-5000,0,27.934,2012,9,3
PDM,OFFICE,9/30/12,4/29/20,10/31/12,127287.91,-8916000,4285831000,15.779,-13621000,43764000,51645000,10835000,0.608,1436025000,24110000,43970000,0,0.051,0.2,26695000,70665000,0.524,10831000,0.06,0.06,2663667000,4379938098,17,10.189,60425000,0.358,83246000,0.617,180097000,15864000,5497995000,0,37369000,1620551000,2987677098,-6106000,0,-41252000,35500000,-33717000,-42448000,-37704000,0,74046000,0,10831000,10831000,70000,4000,0.08,49299000,33947000,109125000,3.333,1.122,15.106,15.478,3612550000,0,17.8,5.54,5.572,160748000,-994967000,134891000,0,869000,5508000,1,167847028,168805589,168929039,0.799,4105734000,0,0,0,24.322,2012,9,3
WRI,STRIP CENTER,9/30/12,2/28/20,11/8/12,130396.35,-25939000,4262659000,13.442,-41469000,19089000,41842000,42047000,1.512,2227419000,0,36941000,0,0.054,0.29,69115000,106056000,0.819,41006000,0.26,0.26,1631269000,5473962615,22,13.895,11295000,0.093,87703000,0.677,0,28109000,6470989000,0,390856000,2465808000,3265632615,3992000,22156000,0,-7025000,-43401000,-51519000,2747000,0,52764000,0,40273000,31404000,-17462000,1774000,0.242,26508000,61195000,117956000,1.115,2.002,36.919,36.863,3452138000,8869000,26.91,6.359,6.359,77741000,-343688000,129545000,0,0,6421000,1,121353869,121353869,,1.067,4262659000,0,733000,0,35.126,2012,9,3
CUZ,OFFICE,9/30/12,4/30/20,10/30/12,148768.4,0,1199101000,22.81,-65744000,8218000,14754000,13278000,0.961,518630000,12498000,14142000,0,0.022,0.18,18523000,32665000,0.747,12730000,0.36,0.36,594154000,1371482994,-15,-40.31,-48563000,-1.864,28974000,0.663,0,5793000,1709513000,0,139782000,571201000,861070994,2460000,243000,0,57609000,-4691000,49144000,-63865000,335000,17181000,0,12670000,9444000,-9264000,608000,0.216,21376000,7598000,40073000,0.5,1.449,-6.822,-6.779,936950000,3226000,33.08,4.809,4.812,49003000,-285508000,43728000,0,212000,6490000,1,26029958,26048250,26050750,1.679,1199101000,0,60000,0,46.034,2012,9,3
AKR,STRIP CENTER,9/30/12,2/22/20,11/8/12,90906.01,-4763000,1899583000,9.448,-7562000,104327000,14186000,6655000,2.028,872173000,0,10365000,0,0.029,0.18,17047000,27412000,0.621,7484000,0.16,0.16,478716000,2037611616,32,19.855,-4745000,-0.094,29955000,0.679,29066000,9563000,2638363000,0,167398000,970964000,1269765616,18834000,-14087000,35872000,17378000,-8198000,38471000,-22454000,1000,2817000,0,7581000,7581000,-6018000,-926000,0.172,17369000,12586000,34691000,1.125,2.652,48.249,42.475,1499914000,0,25.06,7.835,7.835,30549000,33269000,44141000,0,1028000,7004000,1,50669019,50669019,,0.871,1870517000,0,-97000,0,36.916,2012,9,3
RLJ,LODGING,9/30/12,2/27/20,11/8/12,166626.85,-1018000,3345237000,17.021,-21261000,260377000,134123000,15301000,0.854,1416967000,10320000,30811000,0,0.037,0.165,37155000,67966000,0.302,15535000,0.14,0.14,1794908000,3023162391,28,12.356,44219000,0.419,91094000,0.404,0,21620000,4501827000,0,12480000,1532284000,1866572391,36507000,0,-626000,-3232000,-17569000,-21573000,-7400000,51000,65480000,0,15196000,15196000,0,105000,0.067,54340000,36754000,98287000,1.179,1.04,70.986,72.958,3004618000,0,17.51,2.274,2.249,29324000,-44336000,225217000,0,2550000,22307000,1,106600365,105453978,105509104,2.136,3345237000,1682000,339000,3281000,31.722,2012,9,3
DEI,OFFICE,9/30/12,2/15/20,11/7/12,205398.89,-91909000,6132745000,14.09,-14470000,369024000,49292000,6228000,1.884,3441140000,0,41919000,34222000,0.025,0.15,41899000,83818000,0.574,5055000,0.04,0.04,1983166000,6330493779,37,18.867,41537000,0.295,96701000,0.662,5078000,36844000,9199783000,0,150010000,3736506000,3258377779,206999000,1217000,0,185000000,-20960000,164245000,-13253000,0,56007000,0,5055000,5055000,0,1173000,0.035,53156000,43545000,0,3.75,1.643,159.826,144.688,5510427000,0,23.15,5.626,5.626,1356000,-554723000,145993000,0,1572000,6610000,1,140750660,140750660,,1.037,6127667000,0,0,0,43.536,2012,9,3
EQIX,DATA CENTER,9/30/12,2/22/20,11/6/12,90480.55,-113642000,5990970000,46.187,-212118000,239687000,251487000,29200000,1.647,2956529000,0,106516000,0,0,0,92543000,199059000,0.407,42336000,0.6,0.58,2233649000,11518497960,30,14.969,-109966000,-2.274,237243000,0.485,1243932000,50207000,6851421000,0,280149000,3679130000,8801655959,-414409000,-273034000,13666000,6857000,0,73697000,-596859000,-111574000,102152000,6601000,28838000,28838000,-679000,362000,0.059,141374000,95869000,244712000,0,3.94,74.833,73.581,3791063000,0,181.01,4.787,4.761,181973000,-155287000,488730000,0,-30592000,136832000,1,48625247,48361000,52655000,10.106,4747038000,0,13498000,70304000,98.158,2012,9,3
AHT,LODGING,9/30/12,3/13/20,11/7/12,12993.2,-283000,3485032000,13.047,-18501000,223271000,161963000,-18031000,2.782,2312208000,0,34200000,0,0.041,0.07,23032000,57232000,0.249,-14508000,-0.35,-0.35,882717000,2665567351,28,11.503,20106000,0.297,68206000,0.296,2743000,37540000,5571226000,2369000,211715000,2456127000,576630351,6927000,0,0,-8002000,-18261000,-18210000,-13470000,5031000,38607000,0,-15147000,-23637000,0,-2884000,-0.103,39985000,28221000,104776000,-0.2,0.653,-6.798,-6.609,2911638000,16980000,8.46,0.614,0.61,99638000,-716316000,230169000,0,4332000,10851000,1,68159616,67659000,67659000,3.402,3482289000,0,639000,0,51.468,2012,9,3
WRE,OFFICE,9/30/12,4/27/20,11/7/12,82346.72,0,2198795000,12.183,-3788000,88018000,26901000,9561000,1.719,1304569000,0,26218000,9771000,0.062,0.3,25546000,51764000,0.671,9561000,0.14,0.14,807065000,2909156732,25,13.329,21857000,0.33,50207000,0.651,0,15985000,3415346000,0,0,1387731000,1692605732,54036000,0,47000,54687000,-19998000,32179000,-3788000,0,25645000,0,9561000,9561000,0,0,0.124,29136000,21071000,54916000,2.143,2.097,32.905,33.143,1913630000,0,25.52,5.512,5.505,57704000,-337151000,77108000,0,1233000,3173000,1,66324676,66246000,66379000,1.164,2198795000,0,0,0,33.191,2012,9,3
BFS,STRIP CENTER,9/30/12,2/28/20,11/2/12,31201.32,-3773000,1200447000,13.01,-1141000,33498000,11523000,9404000,3.482,827963000,30128000,10268000,0,0.033,0.36,20270000,30538000,0.642,7948000,0.21,0.21,258900000,1670861000,20,13.725,9761000,0.491,36011000,0.758,0,12322000,1994912000,0,0,901529000,876396000,-3753000,0,6336000,-5132000,-7065000,-12254000,-2401000,-2962000,10902000,0,7948000,4163000,0,1456000,0.088,15410000,20601000,30044000,1.714,3.385,53.856,53.06,1080058000,3785000,44.04,4.634,4.634,41916000,-153312000,47534000,0,123000,3272000,1,19900000,19900000,,2.389,1200447000,0,0,0,60.324,2012,9,3
